"GlobalID","DepositTokenSymbol","Timestamp","sharePrice","UserAction","UserAddress","epochTime","Hash","Amount","UserActionFlag","EpochActionFlag","Tokens","activeTime","ShareTokenPosition","TokenPosition","TokenPNL","TokenPNLCumulative","spotPrice","time","GlobalID-2","unifedTime","spotPropagated","TokenPositionPropagated","TokenPNLPropagated","TokenPNLCumulativePropagated","USDCPosition","USDCPNL","USDCPNLCumulative"
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172.4306403768203,"2021-12-20 17:00:00+00","mainnet_income_call_sol","2021-12-20 17:00:00+00",172.4306403768203,20.0,0,0,3448.612807536406,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172.81943698785477,"2021-12-20 18:00:00+00","mainnet_income_call_sol","2021-12-20 18:00:00+00",172.81943698785477,20.0,0,0,3456.388739757095,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174.23098790205276,"2021-12-20 19:00:00+00","mainnet_income_call_sol","2021-12-20 19:00:00+00",174.23098790205276,20.0,0,0,3484.6197580410553,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175.70462745352032,"2021-12-20 20:00:00+00","mainnet_income_call_sol","2021-12-20 20:00:00+00",175.70462745352032,20.0,0,0,3514.092549070406,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177.2511227484244,"2021-12-20 21:00:00+00","mainnet_income_call_sol","2021-12-20 21:00:00+00",177.2511227484244,20.0,0,0,3545.022454968488,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175.26944510423056,"2021-12-20 22:00:00+00","mainnet_income_call_sol","2021-12-20 22:00:00+00",175.26944510423056,20.0,0,0,3505.388902084611,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173.83593567886348,"2021-12-20 23:00:00+00","mainnet_income_call_sol","2021-12-20 23:00:00+00",173.83593567886348,20.0,0,0,3476.7187135772697,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174.37115871651199,"2021-12-21 00:00:00+00","mainnet_income_call_sol","2021-12-21 00:00:00+00",174.37115871651199,20.0,0,0,3487.42317433024,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,173.25987164906377,"2021-12-21 01:00:00+00","mainnet_income_call_sol","2021-12-21 01:00:00+00",173.25987164906377,20.0,0,0,3465.1974329812756,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,172.10515759804932,"2021-12-21 02:00:00+00","mainnet_income_call_sol","2021-12-21 02:00:00+00",172.10515759804932,20.0,0,0,3442.1031519609865,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171.4783285449232,"2021-12-21 03:00:00+00","mainnet_income_call_sol","2021-12-21 03:00:00+00",171.4783285449232,20.0,0,0,3429.566570898464,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176.38061622702148,"2021-12-21 04:00:00+00","mainnet_income_call_sol","2021-12-21 04:00:00+00",176.38061622702148,20.0,0,0,3527.6123245404297,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.06011691368673,"2021-12-21 05:00:00+00","mainnet_income_call_sol","2021-12-21 05:00:00+00",179.06011691368673,20.0,0,0,3581.2023382737343,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.66350241229824,"2021-12-21 06:00:00+00","mainnet_income_call_sol","2021-12-21 06:00:00+00",178.66350241229824,20.0,0,0,3573.270048245965,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.0608437579589,"2021-12-21 07:00:00+00","mainnet_income_call_sol","2021-12-21 07:00:00+00",180.0608437579589,20.0,0,0,3601.216875159178,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.65518175983985,"2021-12-21 08:00:00+00","mainnet_income_call_sol","2021-12-21 08:00:00+00",179.65518175983985,20.0,0,0,3593.103635196797,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.05267326934464,"2021-12-21 09:00:00+00","mainnet_income_call_sol","2021-12-21 09:00:00+00",180.05267326934464,20.0,0,0,3601.0534653868926,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.983577024355,"2021-12-21 10:00:00+00","mainnet_income_call_sol","2021-12-21 10:00:00+00",180.983577024355,20.0,0,0,3619.6715404870997,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.09923660220642,"2021-12-21 11:00:00+00","mainnet_income_call_sol","2021-12-21 11:00:00+00",180.09923660220642,20.0,0,0,3601.9847320441286,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.8130602394308,"2021-12-21 12:00:00+00","mainnet_income_call_sol","2021-12-21 12:00:00+00",179.8130602394308,20.0,0,0,3596.261204788616,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.27313090609888,"2021-12-21 13:00:00+00","mainnet_income_call_sol","2021-12-21 13:00:00+00",181.27313090609888,20.0,0,0,3625.462618121978,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.53821722122697,"2021-12-21 14:00:00+00","mainnet_income_call_sol","2021-12-21 14:00:00+00",181.53821722122697,20.0,0,0,3630.7643444245396,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.04114287126225,"2021-12-21 15:00:00+00","mainnet_income_call_sol","2021-12-21 15:00:00+00",179.04114287126225,20.0,0,0,3580.8228574252453,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177.99812333460255,"2021-12-21 16:00:00+00","mainnet_income_call_sol","2021-12-21 16:00:00+00",177.99812333460255,20.0,0,0,3559.962466692051,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.166696722995,"2021-12-21 17:00:00+00","mainnet_income_call_sol","2021-12-21 17:00:00+00",179.166696722995,20.0,0,0,3583.3339344599,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177.29988633988677,"2021-12-21 18:00:00+00","mainnet_income_call_sol","2021-12-21 18:00:00+00",177.29988633988677,20.0,0,0,3545.9977267977356,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.37365727275665,"2021-12-21 19:00:00+00","mainnet_income_call_sol","2021-12-21 19:00:00+00",178.37365727275665,20.0,0,0,3567.473145455133,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,177.01086330325649,"2021-12-21 20:00:00+00","mainnet_income_call_sol","2021-12-21 20:00:00+00",177.01086330325649,20.0,0,0,3540.2172660651295,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.5428116902715,"2021-12-21 21:00:00+00","mainnet_income_call_sol","2021-12-21 21:00:00+00",178.5428116902715,20.0,0,0,3570.85623380543,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.6567963415096,"2021-12-21 22:00:00+00","mainnet_income_call_sol","2021-12-21 22:00:00+00",180.6567963415096,20.0,0,0,3613.1359268301917,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.32173097398714,"2021-12-21 23:00:00+00","mainnet_income_call_sol","2021-12-21 23:00:00+00",181.32173097398714,20.0,0,0,3626.4346194797427,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180.12601919521373,"2021-12-22 00:00:00+00","mainnet_income_call_sol","2021-12-22 00:00:00+00",180.12601919521373,20.0,0,0,3602.5203839042747,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.73861431638977,"2021-12-22 01:00:00+00","mainnet_income_call_sol","2021-12-22 01:00:00+00",178.73861431638977,20.0,0,0,3574.7722863277954,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178.39225635951493,"2021-12-22 02:00:00+00","mainnet_income_call_sol","2021-12-22 02:00:00+00",178.39225635951493,20.0,0,0,3567.8451271902986,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.32777705402475,"2021-12-22 03:00:00+00","mainnet_income_call_sol","2021-12-22 03:00:00+00",181.32777705402475,20.0,0,0,3626.555541080495,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179.96717502263988,"2021-12-22 04:00:00+00","mainnet_income_call_sol","2021-12-22 04:00:00+00",179.96717502263988,20.0,0,0,3599.3435004527973,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.59475356158276,"2021-12-22 05:00:00+00","mainnet_income_call_sol","2021-12-22 05:00:00+00",181.59475356158276,20.0,0,0,3631.8950712316555,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184.0495670397179,"2021-12-22 06:00:00+00","mainnet_income_call_sol","2021-12-22 06:00:00+00",184.0495670397179,20.0,0,0,3680.991340794358,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.36896754405933,"2021-12-22 07:00:00+00","mainnet_income_call_sol","2021-12-22 07:00:00+00",185.36896754405933,20.0,0,0,3707.379350881187,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186.8803606581473,"2021-12-22 08:00:00+00","mainnet_income_call_sol","2021-12-22 08:00:00+00",186.8803606581473,20.0,0,0,3737.607213162946,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,186.98886116621958,"2021-12-22 09:00:00+00","mainnet_income_call_sol","2021-12-22 09:00:00+00",186.98886116621958,20.0,0,0,3739.7772233243913,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.7142555922816,"2021-12-22 10:00:00+00","mainnet_income_call_sol","2021-12-22 10:00:00+00",183.7142555922816,20.0,0,0,3674.285111845632,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.8470649135883,"2021-12-22 11:00:00+00","mainnet_income_call_sol","2021-12-22 11:00:00+00",185.8470649135883,20.0,0,0,3716.941298271766,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.6648955781848,"2021-12-22 12:00:00+00","mainnet_income_call_sol","2021-12-22 12:00:00+00",185.6648955781848,20.0,0,0,3713.297911563696,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,183.57297164549993,"2021-12-22 13:00:00+00","mainnet_income_call_sol","2021-12-22 13:00:00+00",183.57297164549993,20.0,0,0,3671.4594329099987,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.551947224877,"2021-12-22 14:00:00+00","mainnet_income_call_sol","2021-12-22 14:00:00+00",185.551947224877,20.0,0,0,3711.0389444975403,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.67418514130196,"2021-12-22 15:00:00+00","mainnet_income_call_sol","2021-12-22 15:00:00+00",185.67418514130196,20.0,0,0,3713.483702826039,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,185.85730183266057,"2021-12-22 16:00:00+00","mainnet_income_call_sol","2021-12-22 16:00:00+00",185.85730183266057,20.0,0,0,3717.1460366532115,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,184.64401251549825,"2021-12-22 17:00:00+00","mainnet_income_call_sol","2021-12-22 17:00:00+00",184.64401251549825,20.0,0,0,3692.880250309965,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.70877192649618,"2021-12-22 18:00:00+00","mainnet_income_call_sol","2021-12-22 18:00:00+00",181.70877192649618,20.0,0,0,3634.1754385299237,0,0
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,181.93092793776944,"2021-12-22 19:00:00+00","mainnet_income_call_sol","2021-12-22 19:00:00+00",181.93092793776944,20.0,0,0,3638.6185587553887,0,0
