txSignature,amount,instructionAction,instruction.action.type,instructionOrder,userAddress,timestamp,currencyName,currencyAddress,currencySymbol,currencyDecimals,senderAddress,senderTokenMint,receiverAddress,receiver.mintAccount,globalId,vaultAuthority,shareTokenMint,depositTokenSymbol,depositTokenCoingeckoId
5aLwZ76F2h1LHYtHiEUywRTkgXiFZwNKME72CDTpCwWzuPoYXoAdU2WQaoDkJzQmuD5LLJ6xxDGrZRdwEEEBNnX,0.069755796,transfer,transfer,2-0,HrEmAh9yCgEnBcE3TEVdLZ86fffGTGc3YqEQxzBXYgAx,2022-03-15T17:49:28Z,Solana,-,SOL,9,5zgSb9sra9B42wcoGsXcRr46T2WHFbr1ZUgxiBeAziU3,5zgSb9sra9B42wcoGsXcRr46T2WHFbr1ZUgxiBeAziU3,7T2JWrJ8MYKJp2FnwJXpGfuw74CkU9qvTutJtdVW9Yz7,7T2JWrJ8MYKJp2FnwJXpGfuw74CkU9qvTutJtdVW9Yz7,,,,,
5eQNdL3ashDv5hvPvC9FzXfQxbcALsirviafVGS3rYR8vhCqPxAc6XnVDjLXYqQfRFN4atoxfC49AEwLPHcH3c9X,10.222143482,transfer,transfer,2-0,Ej8eoaJVVhgjRioafZ9G8paidP7Dpq5vpaaQUeuMLWKy,2022-03-17T20:49:41Z,Solana,-,SOL,9,EndNYxq5KhSuJUS8Zn1jEtiLG7iSkiHMYKd43tVo7Z3V,EndNYxq5KhSuJUS8Zn1jEtiLG7iSkiHMYKd43tVo7Z3V,9wov2RxZHYWw2qFViT4aaSNeT8sq7eywucb7w81uBgHW,9wov2RxZHYWw2qFViT4aaSNeT8sq7eywucb7w81uBgHW,,,,,
5f75jvhr29jqMVHjuutMJe45QHYREp3wr2Xm7HgXD2MgS3ZAu7BXKYLwoaSbWJxPRfGAsJuF5rE9rXSeyTgj1SJi,253.563259,transfer,transfer,0-0,CjNmAGufGd9xJ4kqkLXTCjVCqyQCpjXr8uRjRQyRNmvH,2022-03-17T12:18:15Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,GrB6vbG2WP7eEnbwgxUbBGRMeXYq139jo2o9oW8cNK8f,2kC9rn57WuMeSCRCA2pFPQ6NsDBTdSBhDy99iC4snK7z,CjNmAGufGd9xJ4kqkLXTCjVCqyQCpjXr8uRjRQyRNmvH,HfAWDKxgPRAtiRLS8yAEwd227tCYwCpQCWbgF9VqhmZm,mainnet_income_put_btc,GrB6vbG2WP7eEnbwgxUbBGRMeXYq139jo2o9oW8cNK8f,THjfJ7GUeW6aMU6dzYYFVs5LnKNvmPzgk2wbh3bWagC,USDC,usd-coin
5rfwJPMwAd8T4U22ryxutbefVAZjhNLSP89gZgNhtjyL2Lcj5xcN1vEhYWFCDNafgEPsbDVrPkFArAwsVnYz4ogE,12.765246,transfer,transfer,0-0,J5TWp1FeaR7p5SkUbycfGuQkkRDxXaJbbDEy2jpbzYbe,2022-03-15T19:52:44Z,Raydium,4k3Dyjzvzp8eMZWUXbBCjEvwSkkk59S5iCNLY3QrkX6R,RAY,6,A6XsYxGj9wpqUZG81XwgQJ2zJ3efCbuWSQfnkHqUSmdM,AHKZRk3Yx8V11UJCrjkJrnnayyhbbd9u7dCb3exJLW5i,J5TWp1FeaR7p5SkUbycfGuQkkRDxXaJbbDEy2jpbzYbe,BAnGMBWX6TdFAhivNoeNKeAt9ATZLthoRKrwy8MFUyoe,mainnet_income_call_ray,A6XsYxGj9wpqUZG81XwgQJ2zJ3efCbuWSQfnkHqUSmdM,SoAnGsHVqSyaN4MjWoPCcftC1V6oSeNxLJjF5TXrtuL,RAY,raydium
5xa4yfwn1wAYtEyJTEr5gfQyrVBKdgwHtyFeaUTkgMFdbDiE9fGFsEejjKYMejHHB6hBvRZzcmjebWxscGdzGi3b,1549.144267,transfer,transfer,0-0,ALrhM6Br4jWDgTTqgS9EhMY43M6a8jxAfZq1qKDFXfjw,2022-03-17T02:00:20Z,Mango,MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac,MNGO,6,B3yakZxwomkmnCxRr8ZmQtiWgtxtVBuCREDFDdAvcCVQ,H1Br1nUBbgGb8Urac2w8swExbMTRJHgLXFR3EHEQqRA4,ALrhM6Br4jWDgTTqgS9EhMY43M6a8jxAfZq1qKDFXfjw,7ahDbUAku73Gqb4CWSSt9k1qe3PqFpxFRBcHn14HShqz,mainnet_income_call_mngo,B3yakZxwomkmnCxRr8ZmQtiWgtxtVBuCREDFDdAvcCVQ,4sTuzTYfcE2NF7zy6Sy8XhVcNLa6JQSLrx3roy97n4sD,MNGO,mango-markets
61PUXSLAYgK7tK3oN16Ni7DGiqH1jYySxz1zdWMTAPohTVNLahsbDcwuT1FEe2rdSeJZYXeh9VWVs346pnSjrgkj,955.442146,transfer,transfer,0-0,7DUWP14kbwAdjcXJ4qezNWhiaF7VkFuPHaPGtfZHWeSU,2022-03-15T00:40:21Z,LUNA (Wormhole),F6v4wfAdJB8D8p77bMXZgYt8TDKsYxLYxH5AFhUkYx9W,LUNA,6,5oV1Yf8q1oQgPYuHjepjmKFuaG2Wng9dzTqbSWhU5W2X,H1LASXBHmsJBESdmrr9evfPNgsatujTsgrFshrHDFmMh,7DUWP14kbwAdjcXJ4qezNWhiaF7VkFuPHaPGtfZHWeSU,3g5DbRFhY2ybMBUfiNqPv9NamEgUuMGo76toLH9wi2Uv,mainnet_income_call_luna,5oV1Yf8q1oQgPYuHjepjmKFuaG2Wng9dzTqbSWhU5W2X,95sn4kgeJnnBfRCD8S2quu4HS9Y6vb7JDuXrarnmEjYE,LUNA,terra-luna
635fnwSUg7graULcDY86Ty4EbqN2DAPJVyS2nYkKajjAnF3TWwqP2zthXvNoQc6ein9fuA7fnbCNkQ8cDwsCxuCm,0.495752136,transfer,transfer,0-0,FN2aagGZG76G6c8MBy1Nj8PDxi4UstjJEunjJohcd53e,2022-03-15T03:10:51Z,Socean staked SOL,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,scnSOL,9,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,HtxkVERavaMxR9jUSjvj27749zAeKQDtC7g4taiFHeGN,FN2aagGZG76G6c8MBy1Nj8PDxi4UstjJEunjJohcd53e,BJSNuWZxGZQNK9tHWvUZsEYMEmHNTtVCwZ93aiYhsiLZ,mainnet_income_call_socean,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,5VmdHqvRMbXivuC34w4Hux9zb1y9moiBEQmXDrTR1kV,scnSOL,socean-staked-sol
67FNzcUU679EHNCP1Z9WTY2CCvGzn5Ezv3ZeKwmCsbfTqqZgCxo8GEjpyuvSLVqqPPrJtTtUyRo7WwDp66aqiRSw,21.089959445,transfer,transfer,2-0,EJ4svPo3b2JnaZW3hfaBHTjxa7rDpScrPUmhKKjm8hqJ,2022-03-16T05:57:28Z,Solana,-,SOL,9,5zgSb9sra9B42wcoGsXcRr46T2WHFbr1ZUgxiBeAziU3,5zgSb9sra9B42wcoGsXcRr46T2WHFbr1ZUgxiBeAziU3,HAXQN5khWVYfHWYqTEkg77a69zSLp25xRRNWpAKjNNxz,HAXQN5khWVYfHWYqTEkg77a69zSLp25xRRNWpAKjNNxz,,,,,
FMHsdx9cRceMyz74M7QMLexFRtDfn24imjkfoZDrPe6b6cHqsSXmGGoJH5nLrk4BpHA4mrVZV4W6BsjvjMPTPJh,0.496220228,transfer,transfer,0-0,BDzs9LAixZAcgfEkwGRwJyjuJmnzhhYhe5Gf6a3ipyJW,2022-03-15T04:40:27Z,Socean staked SOL,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,scnSOL,9,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,HtxkVERavaMxR9jUSjvj27749zAeKQDtC7g4taiFHeGN,BDzs9LAixZAcgfEkwGRwJyjuJmnzhhYhe5Gf6a3ipyJW,EQ99Hg5Ea4GfpmGFuRK4Z7bbiM2BbpEnXYHPmgiDjUqy,mainnet_income_call_socean,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,5VmdHqvRMbXivuC34w4Hux9zb1y9moiBEQmXDrTR1kV,scnSOL,socean-staked-sol
G7SeHAiVh8t9dbNxTvh9EhjCSoTE9341YtvbqyrWieTJWbP4ZZi5NA4LWopGcCQTT1ZBZurkTibe3PFGTtaoVXg,0.497426126,transfer,transfer,0-0,v6bNcugKaKJBDdbYrUyxLk8GU8zYSYNq86NHLZqs7Ci,2022-03-15T04:45:06Z,Socean staked SOL,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,scnSOL,9,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,HtxkVERavaMxR9jUSjvj27749zAeKQDtC7g4taiFHeGN,v6bNcugKaKJBDdbYrUyxLk8GU8zYSYNq86NHLZqs7Ci,3oicc3RebEDTbvCjV1Rg6npMxs1QkkVhsx9fHw3ojq9U,mainnet_income_call_socean,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,5VmdHqvRMbXivuC34w4Hux9zb1y9moiBEQmXDrTR1kV,scnSOL,socean-staked-sol
Jd2UWMFKLW2Hon8Afwp8D3iTUkEXg7xCFc72TffKSNVTE9ymAGWLQDEXA5h2mnUBF9b1STWy6nCFEPNcWfaK2sv,0.497426126,transfer,transfer,0-0,5vLmMdw4e2FrdNRFqbyvEhThjaFdE8HJfLyxRjgxz5wz,2022-03-15T04:48:44Z,Socean staked SOL,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,scnSOL,9,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,HtxkVERavaMxR9jUSjvj27749zAeKQDtC7g4taiFHeGN,5vLmMdw4e2FrdNRFqbyvEhThjaFdE8HJfLyxRjgxz5wz,AVcGJxY4JaqziuryM4uLF6nBcC2TpwB3nAki12Ff1fSW,mainnet_income_call_socean,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,5VmdHqvRMbXivuC34w4Hux9zb1y9moiBEQmXDrTR1kV,scnSOL,socean-staked-sol
Ln62HFGZu5X3PWiXmn1e4AsaFqcswGRoniEi1vJohswHcLawmaFEps4AMG1KFkkCwcAeACGz4ozyrzNqLCfwPRD,1.16427381,transfer,transfer,2-0,4Sn6dvv9zy7J1AFoj7qoXph5A44VsgyciwwX4cGnz821,2022-03-16T05:56:00Z,Solana,-,SOL,9,5zgSb9sra9B42wcoGsXcRr46T2WHFbr1ZUgxiBeAziU3,5zgSb9sra9B42wcoGsXcRr46T2WHFbr1ZUgxiBeAziU3,2VgKfamRJXagL6n5u41ViqSquscYxUj4xSfuEpRXYNuZ,2VgKfamRJXagL6n5u41ViqSquscYxUj4xSfuEpRXYNuZ,,,,,
XpCvvkGkXT2kZMJa9T83EubZz8iDDyvmo1SYqEELo8GMrDkWF8iw8f66wnLUdibZ8y8KzopN3N7FLiMoqWWjdeS,0.496220229,transfer,transfer,0-0,5EuQ2BJT4S6MG9TEBNpZ3HwT2zSxh4HKfVvcdkwfNisd,2022-03-15T04:43:43Z,Socean staked SOL,5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm,scnSOL,9,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,HtxkVERavaMxR9jUSjvj27749zAeKQDtC7g4taiFHeGN,5EuQ2BJT4S6MG9TEBNpZ3HwT2zSxh4HKfVvcdkwfNisd,4dVy4PtyFpH7hDY8gUVTRZ8c2Gkn8qcAEbBDq9tYDY91,mainnet_income_call_socean,A5MpyajTy6hdsg3S2em5ukcgY1ZBhxTxEKv8BgHajv1A,5VmdHqvRMbXivuC34w4Hux9zb1y9moiBEQmXDrTR1kV,scnSOL,socean-staked-sol
fYrWowErtoyX5oknhtkLfnNC3RJsPAkGGBLmBvVUNTjAYoehV4ZwcTcKgbrMfXGb6ZYzarHY1qWFR54sZpitGgf,111.972683,transfer,transfer,0-0,BsRywDvDbiFkN5bPxyqFALUiQQdbv8raPYM8Aw3spwPj,2022-03-15T09:31:40Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,6Nkc8MEiz3WLz1xthYitmSuy3NGwn7782upRHo2iFmXK,3fXiKPeDnwmGZa6Y1dPatJuhTzHtayNZJ8BaoUu69kv9,BsRywDvDbiFkN5bPxyqFALUiQQdbv8raPYM8Aw3spwPj,H88ZnmGwfKuqQ24et619MtU5vTNyFVXEMCaugW97tRxv,mainnet_income_put_sol,6Nkc8MEiz3WLz1xthYitmSuy3NGwn7782upRHo2iFmXK,EBPM7fvPN8EuA65Uc7DT9eGyDUZ1sqMLM8Rb8y2YxBYU,USDC,usd-coin
oNhdY4sk87yhSj5oyVCCFZgTR1oopxY9wrs2dQqTjDRWBT9mkC81pdum1zfukycoXCWyYhpTxkvWe8wZmDjG9e8,259.331244,transfer,transfer,0-0,2ukWCfsHwkXQZ5Yt4vL8412kNA9GTxyDNmRTyqAKBDkP,2022-03-15T04:01:21Z,USD Coin,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,USDC,6,6Nkc8MEiz3WLz1xthYitmSuy3NGwn7782upRHo2iFmXK,82ufCo5Fir7B5hupedUGH3C9kAY6aKNVpxSk86X1ZBCJ,2ukWCfsHwkXQZ5Yt4vL8412kNA9GTxyDNmRTyqAKBDkP,6Npx7JoFCykGM1KHXLCj6tA6MgXPuTanJSD7LSLPESkD,mainnet_income_put_sol,6Nkc8MEiz3WLz1xthYitmSuy3NGwn7782upRHo2iFmXK,EBPM7fvPN8EuA65Uc7DT9eGyDUZ1sqMLM8Rb8y2YxBYU,USDC,usd-coin
oq5XUU8ZrhxLjx7b8wzCv5RrCn5k4CYAwuZf5NBhXdFw9zcR1G1EMp2i9xmSsqPxqeNhtCMPovk2PWzrFbHwhpP,12.182846313,transfer,transfer,2-0,6iDsqe5Yy5UnmbaXt4LVseuAfuPYBuGXHeSqbJ18HaAm,2022-03-17T17:55:37Z,Solana,-,SOL,9,3vA8DPjp725tKoTRiDReFv7oU1fLYmtLPq4ZB6YvfpC5,3vA8DPjp725tKoTRiDReFv7oU1fLYmtLPq4ZB6YvfpC5,5NHxEmY5au8212MUnxZZXJ9n6nxyVz5yJyRBNozYENSy,5NHxEmY5au8212MUnxZZXJ9n6nxyVz5yJyRBNozYENSy,,,,,
uYfhvYKZosrFxr5tuTAsogg7AVt7h55ZKfinHDpCgwXm4FutvjB4qC5rNdPjJGjFmjwDB8JFRqShayNYHbQLpZB,10.18481,transfer,transfer,0-0,8jYswcnaz2PLoWMnNGNRhaPmdKqPCue1CDZWKcNLNnXM,2022-03-17T15:16:54Z,Wrapped FTT (Sollet),AGFEad2et2ZJif9jaGpdMixQqvW5i81aBdvKe7PHNfz3,FTT,6,7KqHFuUksvNhrWgoacKkqyp2RwfBNdypCYgK9nxD1d6K,GrMxx8uLX1RxGs3YbvvU5CTFiTAm5Xr8cZpYmPd13BPk,8jYswcnaz2PLoWMnNGNRhaPmdKqPCue1CDZWKcNLNnXM,CDvxf89hPFqa8PTfrx3dB4WPXG5RG4LsDaNTbffMSPvu,mainnet_income_call_ftt,7KqHFuUksvNhrWgoacKkqyp2RwfBNdypCYgK9nxD1d6K,7wDh4VCTPwx41kvbLE6fkFgMEjnqw7NpGJvQtNabCm2B,FTT,ftx-token
